Status code,Method,Version,Scheme,Request Length,Response Length,Request Entropy,Response Entropy,Client Connection,Server Connection
200, 1, 4, 2, 0, 11276, 1.0, 7.968429595724212, 608318526, 2392831996
200, 1, 4, 2, 0, 9850, 1.0, 7.958228012935313, 3847253807, 2392831996
200, 1, 4, 2, 0, 11368, 1.0, 7.966448508464223, 2830266426, 2392831996
200, 1, 4, 2, 0, 10441, 1.0, 7.9607366238757455, 1886154276, 2392831996
200, 1, 4, 2, 0, 9613, 1.0, 7.967660762734096, 2625269017, 2392831996
200, 1, 4, 2, 0, 10580, 1.0, 7.9690172496178535, 3608701966, 2392831996
200, 1, 4, 2, 0, 10918, 1.0, 7.968676936442215, 608318526, 2392831996
200, 1, 4, 2, 0, 11423, 1.0, 7.970599782927211, 1886154276, 2392831996
200, 1, 4, 2, 0, 10395, 1.0, 7.966201212972565, 3847253807, 2392831996
200, 1, 4, 2, 0, 13335, 1.0, 7.977378608168767, 2830266426, 2392831996
200, 1, 4, 2, 0, 1568742, 1.0, 7.99812058377627, 3610326078, 1895301044
200, 1, 8, 2, 0, 2365, 1.0, 7.874766724188829, 2828415983, 625848636
200, 1, 8, 2, 0, 2366, 1.0, 7.9035330989818915, 2828415983, 625848636
200, 1, 4, 2, 0, 3509, 1.0, 4.76122103729006, 870215471, 3783471725
200, 4, 8, 2, 922, 28, 5.353664051472303, 3.797902689682947, 3912568961, 3630264318
200, 1, 4, 2, 0, 3509, 1.0, 4.762610275794212, 870215471, 3783471725
200, 1, 4, 2, 0, 473036, 1.0, 7.990944051250649, 3610326078, 1895301044
200, 64, 4, 2, 0, 0, 1.0, 1.0, 870215471, 3783471725
200, 1, 4, 2, 0, 2513, 1.0, 4.767208207829496, 870215471, 3783471725
200, 1, 4, 2, 0, 3509, 1.0, 4.759943452588625, 870215471, 3783471725
200, 1, 4, 2, 0, 3509, 1.0, 4.758703514971906, 870215471, 3783471725
200, 1, 8, 2, 0, 19002, 1.0, 5.285585457950458, 1050964293, 2759071694
200, 1, 4, 2, 0, 3509, 1.0, 4.758984998647835, 870215471, 3783471725
200, 1, 8, 2, 0, 20628, 1.0, 5.268348681213773, 1050964293, 2759071694
200, 1, 8, 2, 0, 16554, 1.0, 7.977122651406222, 1050964293, 2759071694
200, 1, 8, 2, 0, 33662, 1.0, 5.252896830930993, 1050964293, 2759071694
200, 1, 8, 2, 0, 1301, 1.0, 7.6237793725728435, 1050964293, 2759071694
200, 1, 8, 2, 0, 8982, 1.0, 5.229474078894387, 35025488, 1989153177
200, 1, 8, 2, 0, 810, 1.0, 7.581153232912324, 1050964293, 2759071694
200, 1, 8, 2, 0, 17966, 1.0, 7.983641551685406, 1050964293, 2759071694
200, 1, 8, 2, 0, 36536, 1.0, 5.275194338840847, 3280499280, 1022801123
200, 1, 8, 2, 0, 63532, 1.0, 5.463427033339892, 1886156546, 4248300662
200, 1, 8, 2, 0, 69, 1.0, 4.927555350962865, 1050964293, 2759071694
200, 1, 8, 2, 0, 347, 1.0, 5.9781130616091085, 1050964293, 2759071694
200, 1, 8, 2, 0, 44303, 1.0, 5.274240421668403, 3608704236, 1989153177
200, 1, 8, 2, 0, 603, 1.0, 7.4124586012440075, 1050964293, 2759071694
200, 1, 8, 2, 0, 85578, 1.0, 5.366055229017452, 2003465051, 1022801123
304, 1, 8, 2, 0, 0, 1.0, 1.0, 1050964293, 2759071694
304, 1, 8, 2, 0, 0, 1.0, 1.0, 1050964293, 2759071694
304, 1, 8, 2, 0, 0, 1.0, 1.0, 1050964293, 2759071694
200, 1, 4, 2, 0, 3509, 1.0, 4.760658415249486, 870215471, 3783471725
200, 1, 8, 2, 0, 59, 1.0, 3.9836273715769015, 1050964293, 2759071694
304, 1, 8, 2, 0, 0, 1.0, 1.0, 1050964293, 2759071694
200, 1, 8, 2, 0, 253668, 1.0, 5.142869501534727, 2625271287, 1022801123
200, 1, 8, 2, 0, 48977, 1.0, 5.547082325461902, 870217741, 1121549758
200, 1, 8, 2, 0, 17652, 1.0, 7.981083130255082, 1050964293, 2759071694
200, 1, 8, 2, 0, 7025, 1.0, 7.930371449619575, 3280499280, 1022801123
200, 1, 8, 2, 0, 280478, 1.0, 5.5749378240410845, 35025488, 1989153177
200, 1, 8, 2, 0, 127212, 1.0, 4.9338101248577, 1050964293, 2759071694
200, 1, 4, 2, 0, 3509, 1.0, 4.760638374267386, 870215471, 3783471725
200, 1, 4, 2, 0, 3509, 1.0, 4.758825908208956, 870215471, 3783471725
200, 1, 4, 2, 0, 3509, 1.0, 4.760275717040629, 870215471, 3783471725
200, 1, 4, 2, 0, 3509, 1.0, 4.757174438181976, 870215471, 3783471725
200, 1, 4, 2, 0, 3509, 1.0, 4.762653695551938, 870215471, 3783471725
204, 4, 8, 2, 4449, 0, 5.558909155018267, 1.0, 2828413272, 907219344
204, 4, 8, 2, 7335, 0, 5.560296018801332, 1.0, 2828413272, 907219344
200, 1, 4, 2, 0, 3509, 1.0, 4.761413757935219, 870215471, 3783471725
204, 4, 8, 2, 1861, 0, 5.5336136107424565, 1.0, 2828413272, 907219344
200, 64, 4, 2, 0, 0, 1.0, 1.0, 3783418806, 3110342075
200, 64, 4, 2, 0, 0, 1.0, 1.0, 3776981336, 3110342075
200, 1, 4, 2, 0, 3509, 1.0, 4.761695241611149, 870215471, 3783471725
200, 4, 4, 2, 2373, 4136, 5.0528190252414795, 5.172861205993836, 3783418806, 3110342075
200, 64, 4, 2, 0, 0, 1.0, 1.0, 2828428481, 3110342075
200, 4, 4, 2, 7414, 539163, 5.043622763491423, 5.11397465202016, 3776981336, 3110342075
403, 1, 4, 2, 0, 1365, 1.0, 4.866215808053473, 1309435073, 38628589
200, 4, 4, 2, 1418, 502664, 5.043033941301531, 4.980170445509569, 3783418806, 3110342075
204, 4, 8, 2, 10053, 0, 5.583311857931531, 1.0, 2828413272, 907219344
200, 64, 8, 2, 0, 0, 1.0, 1.0, 2802344886, 625848636
200, 1, 4, 2, 0, 3509, 1.0, 4.763232207950139, 870215471, 3783471725
200, 1, 8, 2, 0, 816, 1.0, 4.8744491507453365, 2802344886, 625848636
200, 1, 4, 2, 0, 3509, 1.0, 4.763368658212799, 870215471, 3783471725
204, 4, 8, 2, 869, 0, 5.550738653536035, 1.0, 2828413272, 907219344
200, 1, 4, 2, 0, 3509, 1.0, 4.761776396111227, 870215471, 3783471725
200, 64, 8, 2, 0, 0, 1.0, 1.0, 2802344886, 625848636
200, 4, 4, 2, 278, 82956, 5.096701007209026, 5.306494967157118, 3776981336, 3110342075
403, 1, 4, 2, 0, 1411, 1.0, 4.831937436626881, 1309435073, 38628589
200, 1, 4, 2, 0, 3509, 1.0, 4.762503067835893, 870215471, 3783471725
200, 1, 8, 2, 0, 19256, 1.0, 5.499472447287614, 2802344886, 625848636
200, 1, 8, 2, 0, 4830, 1.0, 7.945225215334266, 2828415983, 625848636
200, 1, 8, 2, 0, 3986, 1.0, 7.896698597816572, 2828415983, 625848636
200, 1, 8, 2, 0, 24569, 1.0, 7.959155023358607, 2828415983, 625848636
200, 1, 8, 2, 0, 5253, 1.0, 7.900038262342888, 2828415983, 625848636
200, 1, 8, 2, 0, 5614, 1.0, 7.91320092907058, 2828415983, 625848636
200, 1, 8, 2, 0, 5973, 1.0, 7.9238719034373375, 2828415983, 625848636
200, 1, 8, 2, 0, 23105, 1.0, 7.967349061595851, 2828415983, 625848636
200, 1, 8, 2, 0, 5279, 1.0, 7.925346481246476, 2828415983, 625848636
200, 1, 8, 2, 0, 25740, 1.0, 7.974519188368019, 2828415983, 625848636
200, 1, 8, 2, 0, 36542, 1.0, 7.9729838211615105, 2828415983, 625848636
200, 1, 8, 2, 0, 32079, 1.0, 7.954774724480499, 2828415983, 625848636
200, 1, 8, 2, 0, 27306, 1.0, 7.967485189082958, 2828415983, 625848636
204, 4, 8, 2, 37685, 0, 5.5740773963166745, 1.0, 2828413272, 907219344
200, 1, 4, 2, 0, 3509, 1.0, 4.759637755518895, 870215471, 3783471725
200, 64, 8, 2, 0, 0, 1.0, 1.0, 2802344886, 625848636
200, 4, 4, 2, 1690, 3994, 5.100823267573729, 5.159724918268077, 3783418806, 3110342075
200, 1, 8, 2, 0, 824, 1.0, 4.882841710678138, 2802344886, 625848636
200, 4, 4, 2, 7822, 257775, 5.100190460707001, 5.24433109316427, 3776981336, 3110342075
200, 1, 4, 2, 0, 3504, 1.0, 4.75883979087018, 870215471, 3783471725
200, 4, 4, 2, 241, 80090, 5.032590868685821, 5.346373647545841, 3783418806, 3110342075
204, 4, 8, 2, 4041, 0, 5.5567036028232994, 1.0, 2828413272, 907219344
200, 1, 4, 2, 0, 7963, 1.0, 6.077653960602752, 1309435073, 38628589
200, 64, 8, 2, 0, 0, 1.0, 1.0, 2802344886, 625848636
200, 1, 8, 2, 0, 2248, 1.0, 7.907543826861663, 2828415983, 625848636
200, 4, 4, 2, 2099, 86383, 5.094900445604808, 5.3732853536968985, 3776981336, 3110342075
200, 1, 4, 2, 0, 14851, 1.0, 6.07035592435662, 3776996545, 3200491006
200, 1, 4, 2, 0, 14787, 1.0, 6.069066394909616, 3776996545, 3200491006
200, 1, 8, 2, 0, 20946, 1.0, 5.47101293796096, 2802344886, 625848636
200, 1, 4, 2, 0, 3502, 1.0, 4.7563606485625485, 870215471, 3783471725
200, 4, 4, 2, 1211, 607, 5.120796894926989, 5.756312435094052, 3783418806, 3110342075
204, 4, 8, 2, 5953, 0, 5.582593550260637, 1.0, 2828413272, 907219344
200, 1, 8, 2, 0, 63859, 1.0, 7.989238677787781, 2828415983, 625848636
200, 1, 8, 2, 0, 60306, 1.0, 7.989651797833622, 2828415983, 625848636
200, 1, 8, 2, 0, 20946, 1.0, 5.472128733212534, 2802344886, 625848636
200, 4, 4, 2, 257, 896, 5.0651203670562674, 5.351566571960665, 3783418806, 3110342075
200, 1, 8, 2, 0, 63843, 1.0, 7.990092473601384, 2828415983, 625848636
200, 1, 8, 2, 0, 64104, 1.0, 7.989593929714374, 2828415983, 625848636
200, 4, 4, 2, 654, 722, 4.976574747135426, 5.081734610292922, 3776981336, 3110342075
200, 64, 8, 2, 0, 0, 1.0, 1.0, 2802344886, 625848636
200, 1, 8, 2, 0, 666347, 1.0, 7.995665578251269, 2828415983, 625848636
